annotation_id,query_index,query_image_id,query_category,query_image_path,rank,product_id,candidate_category,similarity,candidate_image_id,candidate_image_path,relevance,notes
q046_r05,46,DS1_IMG_004562,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1574_2e489f7d_JPG.rf.623bcb2d4c1e4006c7124725a495cc9b.jpg,5,IMG_1565_a7eca0e0,Necklace,0.9993879199028015,DS1_IMG_002427,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1565_a7eca0e0_JPG.rf.fa1633eed53ae5a9b3fe1fcaaed37d3b.jpg,,
q046_r06,46,DS1_IMG_004562,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1574_2e489f7d_JPG.rf.623bcb2d4c1e4006c7124725a495cc9b.jpg,6,IMG_3598_a9e38dee,Necklace,0.9992967247962952,DS1_IMG_003324,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3598_a9e38dee_JPG.rf.e7079f345a982586e40cfbea843be9f1.jpg,,
q046_r07,46,DS1_IMG_004562,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1574_2e489f7d_JPG.rf.623bcb2d4c1e4006c7124725a495cc9b.jpg,7,IMG_0403_66e58417,Necklace,0.9991599321365356,DS1_IMG_001688,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0403_66e58417_jpg.rf.124ce534ef58d7e1734baaf96d3542a7.jpg,,
q046_r08,46,DS1_IMG_004562,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1574_2e489f7d_JPG.rf.623bcb2d4c1e4006c7124725a495cc9b.jpg,8,IMG_3552_75bc4506,Necklace,0.9990435242652893,DS1_IMG_003245,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3552_75bc4506_JPG.rf.c068b441c554fa5e66d6c0606ebf3a54.jpg,,
q046_r09,46,DS1_IMG_004562,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1574_2e489f7d_JPG.rf.623bcb2d4c1e4006c7124725a495cc9b.jpg,9,IMG_1516_91e67c23,Necklace,0.9988123774528503,DS1_IMG_002375,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1516_91e67c23_JPG.rf.d6ba25625c609131fb2de288dfcf81fd.jpg,,
q046_r10,46,DS1_IMG_004562,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1574_2e489f7d_JPG.rf.623bcb2d4c1e4006c7124725a495cc9b.jpg,10,IMG_3054_8e0538e4,Necklace,0.9987229108810425,DS1_IMG_003040,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3054_8e0538e4_JPG.rf.aaff33e2376992727b8af7409051dc8a.jpg,,
q047_r01,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,1,Screenshot_20181125-115332_1544080274502,Bracelet,0.9988791346549988,DS1_IMG_000305,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\Screenshot_20181125-115332_1544080274502_png.rf.779a65396909a7d67f440760f01742c3.jpg,,
q047_r02,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,2,wedding-rings-jewellery-png-31,Ring,0.9945201873779297,DS1_IMG_004326,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\wedding-rings-jewellery-png-31_png.rf.52b50afe0001403862670afc49ddbdda.jpg,,
q047_r03,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,3,IMG_2937_71e488de,Pendant,0.9938684701919556,DS1_IMG_003938,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2937_71e488de_jpg.rf.83a25767b5bf16c8fbeffa71ee3230db.jpg,,
q047_r04,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,4,IMG_2534_0107c272,Bracelet,0.9911549687385559,DS1_IMG_000229,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_2534_0107c272_JPG.rf.319183a97ffde55568594204719427d1.jpg,,
q047_r05,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,5,Screenshot_20181125-115518_1544080085955,Earrings,0.99098140001297,DS1_IMG_000900,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\Screenshot_20181125-115518_1544080085955_png.rf.49caa18d9f69562a4533b888108cc804.jpg,,
q047_r06,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,6,IMG_2457_895e154f,Pendant,0.9888781309127808,DS1_IMG_003814,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2457_895e154f_JPG.rf.ca982d1ec96d0ba01e65fa1ed92a50ea.jpg,,
q047_r07,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,7,IMG_2932_aced5fe5,Pendant,0.9879770874977112,DS1_IMG_003934,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2932_aced5fe5_jpg.rf.98cf05a27a199ffd5e2a7d5506d9a9fc.jpg,,
q047_r08,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,8,IMG_3474_e19ef664,Necklace,0.9862626194953918,DS1_IMG_003122,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3474_e19ef664_JPG.rf.4988a6ac270fcd77d5497ae96a722b00.jpg,,
q047_r09,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,9,necklace_20241125_122545_40014043,Necklace,0.9836185574531555,DS1_IMG_003506,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_20241125_122545_40014043_jpg.rf.8825c827d8097b70cde4da545014c42a.jpg,,
q047_r10,47,DS1_IMG_004567,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1601_85e74e21_JPG.rf.566802cdca59bf1d1c37f8d4cda91463.jpg,10,IMG_0509_ce16adf3,Necklace,0.9820996522903442,DS1_IMG_001813,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0509_ce16adf3_jpg.rf.e9f00dd327fe6f3e32857eb6ce05494d.jpg,,
q048_r01,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,1,IMG_2407_a3ecbb0c,Bracelet,0.9984873533248901,DS1_IMG_000165,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_2407_a3ecbb0c_JPG.rf.0fc2c71589b1397334692f4e4355fcc1.jpg,,
q048_r02,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,2,IMG_2878_718682ff,Necklace,0.9983159899711609,DS1_IMG_002960,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2878_718682ff_jpg.rf.722bab98855b5874fc551ccffa5a092a.jpg,,
q048_r03,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,3,IMG_1412_af9b6ad5,Bracelet,0.9982644319534302,DS1_IMG_000116,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_1412_af9b6ad5_JPG.rf.9dbecf63db19a0c3cc8e50c369f6e8d0.jpg,,
q048_r04,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,4,IMG_0471-1-_8fce9a01,Necklace,0.9968640804290771,DS1_IMG_001780,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0471-1-_8fce9a01_JPG.rf.f3c2bd5dec95c72b168cbb771b5a3cc0.jpg,,
q048_r05,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,5,IMG_2803_a701f531,Necklace,0.9968283176422119,DS1_IMG_002902,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2803_a701f531_jpg.rf.fd091beb99bade67c8cb45e52d127ddf.jpg,,
q048_r06,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,6,IMG_2267_abb061e6,Necklace,0.996794581413269,DS1_IMG_002734,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2267_abb061e6_JPG.rf.f4fd25bbf926a9221ae6c8d375b1a8f7.jpg,,
q048_r07,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,7,IMG_2871_08b05150,Pendant,0.9967541694641113,DS1_IMG_003884,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2871_08b05150_jpg.rf.497bce0b7a5b931c1e580183fb7efd99.jpg,,
q048_r08,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,8,IMG_0422_952b81fc,Necklace,0.9966335892677307,DS1_IMG_001724,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0422_952b81fc_jpg.rf.1d50f905176e3b38c348fd2823467369.jpg,,
q048_r09,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,9,IMG_1395_86846678,Bracelet,0.996278703212738,DS1_IMG_000102,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_1395_86846678_JPG.rf.b5371b96f9a86b283f4a642cf59b79e9.jpg,,
q048_r10,48,DS1_IMG_004569,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1609_3d648496_JPG.rf.187adbc48b94c3cf1bf45aa62a994168.jpg,10,IMG_2400_9562099c,Necklace,0.9959279298782349,DS1_IMG_002842,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2400_9562099c_JPG.rf.7e0a7b7cc44da08cc9dc06920174e3ea.jpg,,
q049_r01,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,1,IMG_1861_d6aec339,Necklace,0.9999396800994873,DS1_IMG_002552,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1861_d6aec339_JPG.rf.a639d5463c47b5702508863cba282ee3.jpg,,
q049_r02,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,2,IMG_1557_abf86615,Necklace,0.9998624920845032,DS1_IMG_002414,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1557_abf86615_JPG.rf.4f9571f2410d8ba6ba40fb052a8ad69a.jpg,,
q049_r03,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,3,IMG_1855_8b7f24a5,Necklace,0.9997966885566711,DS1_IMG_002546,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1855_8b7f24a5_JPG.rf.a081d007b9c80c76d521f0c9524fcb9a.jpg,,
q049_r04,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,4,IMG_1459_fe4145cc,Necklace,0.9997923374176025,DS1_IMG_002296,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1459_fe4145cc_JPG.rf.8e7855a63d21a00a66a0380c42230cb8.jpg,,
q049_r05,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,5,IMG_1444_95c54494,Necklace,0.9997451305389404,DS1_IMG_002275,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1444_95c54494_JPG.rf.10fe729a529632c8f5d83a76e87b444c.jpg,,
q049_r06,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,6,IMG_2335_4c90a754,Necklace,0.9997246265411377,DS1_IMG_002803,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2335_4c90a754_JPG.rf.d6dc2490549395de3a568944e2048f94.jpg,,
q049_r07,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,7,IMG_1559_7d0bdaef,Necklace,0.9996590614318848,DS1_IMG_002421,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1559_7d0bdaef_JPG.rf.d6f272c2d990154cf894bae7ec823f65.jpg,,
q049_r08,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,8,IMG_1558_55df10fa,Necklace,0.9996413588523865,DS1_IMG_002417,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1558_55df10fa_JPG.rf.ac2560ed431fb9a9f122c0bc4f8385b2.jpg,,
q049_r09,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,9,IMG_1850_77cd24da,Necklace,0.9996381998062134,DS1_IMG_002535,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1850_77cd24da_JPG.rf.c575df10c780322b98a79b8dc29d37c0.jpg,,
q049_r10,49,DS1_IMG_004573,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1621_712e3e2a_JPG.rf.23fd46512bdaaecc8ca7ea0065487de7.jpg,10,IMG_1356_b0c1730a,Necklace,0.9996126294136047,DS1_IMG_002179,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1356_b0c1730a_JPG.rf.6be9c082ed3e71956698b774eabc68ff.jpg,,
q050_r01,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,1,IMG_2422_c277bf70,Necklace,0.9995260834693909,DS1_IMG_002866,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2422_c277bf70_JPG.rf.31dc563522bfcfdda2b7102fb90ddae6.jpg,,
q050_r02,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,2,IMG_1303_6c9f80f2,Bracelet,0.9992895722389221,DS1_IMG_000075,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_1303_6c9f80f2_JPG.rf.301e25147f0164d7acc7de33072daa5c.jpg,,
q050_r03,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,3,IMG_2138_1b7d6c4d,Necklace,0.9990803599357605,DS1_IMG_002578,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2138_1b7d6c4d_JPG.rf.08a8e1d0d487beab2e0031688d88744e.jpg,,
q050_r04,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,4,IMG_2282_d8e4a081,Pendant,0.9990671277046204,DS1_IMG_003795,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2282_d8e4a081_JPG.rf.91be559bca570cb1063e9eb778d5cae4.jpg,,
q050_r05,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,5,necklace_20241125_122545_00801018,Pendant,0.9990527033805847,DS1_IMG_003960,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\necklace_20241125_122545_00801018_jpg.rf.ccff8fbf75086a3665e3ff595f3eae3a.jpg,,
q050_r06,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,6,IMG_1583_94401dfd,Necklace,0.999050498008728,DS1_IMG_002448,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1583_94401dfd_JPG.rf.c1725d95d85a71554d12e652c2211e6c.jpg,,
q050_r07,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,7,IMG_1352_0833b860,Necklace,0.9990093111991882,DS1_IMG_002173,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1352_0833b860_JPG.rf.56b9edda7fc4601c65d4e879b01eb8f9.jpg,,
q050_r08,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,8,IMG_2862_dc66ea02,Pendant,0.9989647269248962,DS1_IMG_003880,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2862_dc66ea02_jpg.rf.703c686439a2627432b25c3b77f60c8f.jpg,,
q050_r09,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,9,IMG_2295_29a9f18d,Necklace,0.998936653137207,DS1_IMG_002756,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2295_29a9f18d_JPG.rf.f90b3357d9f1b8b9c47a57d8575e98e5.jpg,,
q050_r10,50,DS1_IMG_004578,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1652_a7780503_JPG.rf.4932270358d7909ff74b534cdc0b1888.jpg,10,IMG_1367_14690653,Bracelet,0.9989264607429504,DS1_IMG_000087,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_1367_14690653_JPG.rf.2f2b9cf16a1ee64ec7df1ee769fba56b.jpg,,
q051_r01,51,DS1_IMG_004582,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1676_892ba378_JPG.rf.f1c7228eef29512bee8332900871aaa3.jpg,1,IMG_1675_ccf1a520,Necklace,0.9973377585411072,DS1_IMG_002524,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1675_ccf1a520_JPG.rf.1bccc64d3e149dd34ce56225ccca014d.jpg,,
q051_r02,51,DS1_IMG_004582,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1676_892ba378_JPG.rf.f1c7228eef29512bee8332900871aaa3.jpg,2,IMG_3586_074708cd,Necklace,0.9968104362487793,DS1_IMG_003299,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3586_074708cd_JPG.rf.9d61065b948f9a75eba54f1f4274978c.jpg,,
q051_r03,51,DS1_IMG_004582,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1676_892ba378_JPG.rf.f1c7228eef29512bee8332900871aaa3.jpg,3,Screenshot_20181115-080745_1542265825200,Earrings,0.994670033454895,DS1_IMG_000885,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\Screenshot_20181115-080745_1542265825200_png.rf.05faceb108f055745848efb37301b294.jpg,,
q051_r04,51,DS1_IMG_004582,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1676_892ba378_JPG.rf.f1c7228eef29512bee8332900871aaa3.jpg,4,IMG_0386_fb581654,Necklace,0.9944440722465515,DS1_IMG_001667,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0386_fb581654_jpg.rf.1b3ce80b56dfb8f4933468b9f461d07a.jpg,,
q051_r05,51,DS1_IMG_004582,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1676_892ba378_JPG.rf.f1c7228eef29512bee8332900871aaa3.jpg,5,IMG_0411_1d0115a1,Necklace,0.993966817855835,DS1_IMG_001706,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0411_1d0115a1_jpg.rf.6e078e59a8767b1975dbe96500ba173c.jpg,,
q051_r06,51,DS1_IMG_004582,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1676_892ba378_JPG.rf.f1c7228eef29512bee8332900871aaa3.jpg,6,IMG_2483_800e0baa,Bracelet,0.9936391115188599,DS1_IMG_000185,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_2483_800e0baa_JPG.rf.a7336db56d286fbe23ad673e00dd0a44.jpg,,
q051_r07,51,DS1_IMG_004582,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1676_892ba378_JPG.rf.f1c7228eef29512bee8332900871aaa3.jpg,7,IMG_3604_ef5146ed,Necklace,0.9924682974815369,DS1_IMG_003335,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3604_ef5146ed_JPG.rf.7d2052685d2f152aa7a4cee987603f82.jpg,,
q051_r08,51,DS1_IMG_004582,Necklace,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Necklace\IMG_1676_892ba378_JPG.rf.f1c7228eef29512bee8332900871aaa3.jpg,8,necklace_20241125_122545_00197bf3,Necklace,0.9923422336578369,DS1_IMG_003464,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_20241125_122545_00197bf3_jpg.rf.281a63ee689640b5323dbc2288c2692e.jpg,,
